"","Gene","Scaffold","Gene_Start","Gene_End","Score","Strand","note","Function","Additional_info","Gene_size","A_thaliana_orthologue","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"822","g08778","scaffold_19",633113,635194,0.64,"-",".","Heptahelical transmembrane protein 3","ahrd-qc=***",2081,"AT2G24150",288.044398586263,-0.852894051831151,0.216339085905461,-3.94239463600146,8.06720937433609e-05,0.00096945602308832
"823","g08789","scaffold_19",712829,714855,0.69,"+",".","Cytochrome P450 71B6","ahrd-qc=***",2026,"AT2G24180",783.530152857459,-1.13179742723416,0.425613953295613,-2.65921128400616,0.00783238278033141,0.0472201222306766
"824","g08791","scaffold_19",725040,727754,0.88,"-",".","Aminopeptidase family protein","ahrd-qc=***",2714,"AT2G24200",5134.74883101757,-0.744356386804784,0.263397618615757,-2.82597994133974,0.00471362156414944,0.0315229723581124
"825","g08796","scaffold_19",763109,764850,0.19,"+",".","Purine permease-related family protein","ahrd-qc=***",1741,"AT2G24220",136.271493174689,-0.741227499536949,0.274044820692561,-2.70476740871706,0.00683522302500791,0.0426216242901338
"826","g08797","scaffold_19",764858,767744,0.08,"-",".","LRR receptor-like kinase family protein","ahrd-qc=***",2886,"AT2G24230",167.314979549095,0.75001337390741,0.270885084211244,2.76875109639676,0.00562716061408103,0.0364190647739286
"827","g08798","scaffold_19",781909,783770,0.03,"+",".","BTB/POZ domain-containing protein","ahrd-qc=***",1861,"AT2G24240",101.876495269868,1.1157325404442,0.304423694340075,3.66506471469927,0.0002472760483079,0.00258537234465672
"828","g08810","scaffold_19",879496,882214,0.08,"+",".","Lysosomal Pro-X carboxypeptidase","ahrd-qc=***",2718,"AT2G24280",209.900980836181,0.761739770190968,0.26364610884007,2.88925094909345,0.0038616076407494,0.0267814977671874
"829","g08817","scaffold_19",903436,904760,0.1,"+",".","T17H3.4","ahrd-qc=***",1324,"AT2G24080",343.222724213697,1.53076515162324,0.234757121823662,6.52063349444654,7.00110651915409e-11,2.52401960888814e-09
"830","g08847","scaffold_19",1083351,1085023,0.13,"-",".","F-box family protein","ahrd-qc=***",1672,NA,4.01045858924371,4.32114306073528,1.53676344808599,2.81184658973845,0.00492579904654897,0.0326703236563984
"831","g08848","scaffold_19",1086179,1087813,0.07,"-",".","F-box family protein","ahrd-qc=***",1634,NA,5.8300669307359,5.87959295224919,1.44821083332888,4.05990123601979,4.90934773721488e-05,0.000624909130334206
"832","g08858","scaffold_19",1142658,1144362,0.27,"+",".","50S ribosomal protein L24","ahrd-qc=***",1704,NA,206.202738246131,1.40189080516167,0.292083358222031,4.7996257427854,1.58962405830015e-06,2.77957121051341e-05
"833","g08861","scaffold_19",1161018,1162250,0.41,"+",".","F-box protein AFR","ahrd-qc=***",1232,"AT2G24540",46.8612708332183,1.59128497263816,0.35328119155069,4.50430141965209,6.65916337149485e-06,0.000104236885413318
"834","g08863","scaffold_19",1179798,1181286,0.55,"+",".","Gdsl esterase lipase","ahrd-qc=***",1488,"AT2G24560",16.9818748136813,3.65703407863184,0.757392922998729,4.82845028991376,1.37599672323171e-06,2.43487375030536e-05
"835","g08872","scaffold_19",1238309,1243153,0.04,"+",".","Myosin heavy chain-like protein","ahrd-qc=***",4844,NA,2.26095498676175,-4.75208081264955,1.79501493002571,-2.64737676169718,0.00811189205266943,0.0485436669176202
"836","g08875","scaffold_19",1262619,1266457,0.29,"+",".","Cyclic nucleotide-gated channel","ahrd-qc=***",3838,NA,137.608764620321,-1.71484692250498,0.396130380853034,-4.32899622294104,1.49790502379709e-05,0.000215142718128888
"837","g08878","scaffold_19",1313886,1317714,0.24,"-",".","Cyclic nucleotide-gated channel","ahrd-qc=***",3828,"AT2G24610",104.487152553835,0.924849871409248,0.293064981882111,3.15578430923309,0.0016006718099518,0.0129186417032199
"838","g08884","scaffold_19",1360743,1363087,0.09,"-",".","B3 domain-containing protein REM14","ahrd-qc=***",2344,"AT4G00260",19.7355765723071,3.07631752195671,0.620588134272687,4.95710013141336,7.15531049214283e-07,1.33587091420274e-05
"839","g08890","scaffold_19",1410538,1415067,0.01,"-",".","B3 domain-containing protein REM-like 2","ahrd-qc=***",4529,"AT2G24696",134.639498118869,1.87003711595921,0.33726037202949,5.54478756192469,2.94311276337935e-08,7.04662074987736e-07
"840","g08900","scaffold_19",1505602,1508576,0.06,"+",".","F-box/kelch-repeat protein At2g24250","ahrd-qc=*-*",2974,NA,17.6846558443029,-2.99855910624827,0.616752408455911,-4.86185228486647,1.16292392584513e-06,2.09026412229985e-05
"841","g08904","scaffold_19",1529649,1530837,0.24,"-",".","Flavonol synthase 5","ahrd-qc=***",1188,NA,110.045406808529,-5.56255846932382,0.523092561580604,-10.6339850303275,2.0707100151793e-26,4.15666045607031e-24
"842","g08905","scaffold_19",1531570,1533887,0.08,"-",".","Unknown protein","",2317,NA,4.60077365687207,5.53807647602521,1.51330123872822,3.65959951283686,0.000252609732282,0.00263055022558494
"843","g08908","scaffold_19",1552146,1554047,0.06,"+",".","F-box/kelch-repeat protein At1g64840","ahrd-qc=***",1901,NA,11.1387401664624,-2.8116977318128,0.763269953779824,-3.68375267215598,0.000229825247525428,0.00242811583617181
"844","g08921","scaffold_20",40605,42141,0.65,"-",".","Transcription factor bHLH114","ahrd-qc=***",1536,"AT4G05170",98.8150068559085,-2.25886567477876,0.328466414140864,-6.87700652953223,6.11233099108702e-12,2.61724589126887e-10
"845","g08924","scaffold_20",58371,61161,0.12,"-",".","Cysteine-rich receptor-like protein kinase 25","ahrd-qc=***",2790,"AT4G05200",505.602746882178,-1.48928686412434,0.20836022614181,-7.1476542894071,8.82732796625778e-13,4.1556343964229e-11
"846","g08932","scaffold_20",82057,83181,0.04,"-",".","Small ubiquitin-related modifier 1","ahrd-qc=***",1124,NA,49.5031797992135,-2.32858326302876,0.426623611909623,-5.45816780418157,4.81072902057797e-08,1.11254205146859e-06
"847","g08937","scaffold_20",99656,101393,0.08,"+",".","Polyubiquitin","ahrd-qc=***",1737,NA,4504.5419432565,-0.619696108361751,0.210801451840556,-2.9397146127365,0.00328514675500665,0.0233846531564899
"848","g08938","scaffold_20",107176,109055,0.4,"+",".","Polyubiquitin 10","ahrd-qc=***",1879,NA,728.472577297632,-0.640867600003534,0.224809697382116,-2.85071154610485,0.00436215224026497,0.0295584995983604
"849","g08972","scaffold_20",250153,252156,0.49,"-",".","Metallo-beta-lactamase domain-containing protein","ahrd-qc=***",2003,"AT4G03610",160.973701868085,1.23260177784264,0.286521351242313,4.30195436569829,1.69298184384745e-05,0.000239056277016434
"850","g08975","scaffold_20",267191,269836,0.05,"+",".","Unknown protein","",2645,"AT4G03590",87.7939164225368,-1.4768996564706,0.285940416660006,-5.1650608673019,2.40360693420063e-07,4.94760501993126e-06
"851","g08976","scaffold_20",271231,272115,0.05,"+",".","Unknown protein","",884,NA,22.7617190020664,-3.51848978610191,0.590328550971455,-5.96022296450311,2.51894003608005e-09,7.15801170841684e-08
"852","g08983","scaffold_20",311091,312535,0.04,"+",".","Myosin heavy chain-like protein","ahrd-qc=*-*",1444,NA,6.34615368524488,4.99851714647302,1.43771769335124,3.47670281139946,0.000507620144401484,0.00485596822848724
"853","g08988","scaffold_20",345251,347052,0.31,"+",".","Thioredoxin M2%2C chloroplastic","ahrd-qc=***",1801,"AT4G03520",533.707679598179,-0.884024020457204,0.186674765139432,-4.73563751263812,2.18367581931205e-06,3.71728586554803e-05
"854","g08997","scaffold_20",390933,393314,0.48,"-",".","TSA: Wollemia nobilis Ref_Wollemi_Transcript_12404_2179 transcribed RNA sequence","ahrd-qc=***",2381,"AT4G03420",1096.50923595811,-0.746993771931427,0.241454316822232,-3.09372713547877,0.00197659186709069,0.0153265275429665
"855","g09011","scaffold_20",475482,476214,0.08,"-",".","Calmodulin-like protein 6","ahrd-qc=***",732,"AT4G03290",5.17714141672341,-3.97021442122745,1.49996793530758,-2.64686619478525,0.00812414914031143,0.0486054244703611
"856","g09012","scaffold_20",477580,479154,0.18,"-",".","Cytochrome b6-f complex iron-sulfur subunit","ahrd-qc=***",1574,"AT4G03280",60.1494951168733,-1.56364180552055,0.348234292503056,-4.49020053217999,7.11561514136349e-06,0.000110349205888191
"857","g09026","scaffold_20",531637,533611,0.69,"-",".","NAD(P)-binding Rossmann-fold superfamily protein","ahrd-qc=***",1974,"AT4G03140",63.8886049550381,-1.31129667949522,0.474252467972778,-2.76497597387409,0.00569269885518763,0.0367579000706042
"858","g09045","scaffold_20",624666,628171,0.22,"-",".","Ubiquitin family protein","ahrd-qc=*-*",3505,"AT4G03360",69.6304928112261,1.05233045488526,0.300407274083579,3.50301256218077,0.000460027767230762,0.00445160691683543
"859","g09055","scaffold_20",710930,712842,0.12,"-",".","Small nuclear ribonucleoprotein Sm D1","ahrd-qc=***",1912,"AT4G02840",301.019524640483,0.908981925871489,0.235604456067969,3.85808460944075,0.000114279090178652,0.00132325377515586
"860","g09056","scaffold_20",714403,716112,0.48,"-",".","BnaA02g20800D protein","ahrd-qc=***",1709,"AT4G02830",108.943907525617,-0.847910813032971,0.254702349034746,-3.32902627810983,0.000871501812501895,0.00774078707231772
"861","g09069","scaffold_20",812694,814182,0.46,"-",".","WD repeat-containing 5","ahrd-qc=***",1488,"AT4G02730",194.107211745922,0.649764876382917,0.206512322699857,3.1463733877386,0.00165308817215478,0.0132606420766329
"862","g09078","scaffold_20",855997,870432,0.07,"+",".","WD repeat and FYVE domain-containing protein 3","ahrd-qc=***",14435,NA,52.1737358024424,-2.25736191022828,0.426610281972408,-5.29139124306028,1.21389368610923e-07,2.63486335396651e-06
"863","g09096","scaffold_20",941391,943325,0.41,"-",".","Alkylated DNA repair protein alkB homolog 8","ahrd-qc=*-*",1934,"AT4G02485",28.0697170158755,8.14821344537428,1.26599728615467,6.43620135247179,1.22500507239837e-10,4.26914267730831e-09
"864","g09106","scaffold_20",982950,985199,0.08,"+",".","Receptor lectin kinase","ahrd-qc=***",2249,NA,42.9552002651426,-2.40160813365625,0.647983868525656,-3.70627765644936,0.000210327713952301,0.002243853315685
"865","g09107","scaffold_20",993760,995857,0.16,"+",".","Receptor lectin kinase","ahrd-qc=***",2097,"AT4G02420",24.2788064425551,-7.20505418126497,1.25559946837723,-5.73833803113743,9.56101395365258e-09,2.47835704674639e-07
"866","g09108","scaffold_20",998050,1002227,0.07,"+",".","L-type lectin-domain containing receptor kinase IV.3","ahrd-qc=***",4177,"AT4G02410",131.873789238822,-1.09761180273194,0.255858658544643,-4.28991463089541,1.78741812568665e-05,0.00025097871074275
"867","g09118","scaffold_20",1057162,1061491,0.02,"+",".","Pectinesterase","ahrd-qc=***",4329,"AT4G02300",27.7349026823134,7.15928364670856,1.2494833648052,5.72979508840816,1.00552025899869e-08,2.59306416637154e-07
"868","g09121","scaffold_20",1074893,1079047,0.5,"-",".","Sucrose synthase 3","ahrd-qc=***",4154,"AT4G02280",540.110573222681,2.04573483995299,0.533219238426311,3.83657357523439,0.000124762829910417,0.00142947439639826
"869","g09123","scaffold_20",1095872,1096716,0.19,"+",".","Pollen ole e 1 allergen and extensin family protein","ahrd-qc=***",844,"AT4G02270",1651.25684623784,-0.992941670627949,0.249555657114663,-3.97883855693051,6.92527442311137e-05,0.000846414933388751
"870","g09133","scaffold_20",1127488,1130707,0.09,"-",".","Cysteine/histidine-rich C1 domain-containing protein","ahrd-qc=***",3219,"AT4G02180",129.655526493264,1.72523776216651,0.39829711413138,4.33153467839949,1.48073619860323e-05,0.000213164846215447
"871","g09137","scaffold_20",1151342,1152083,0.34,"+",".","Unknown protein","",741,"AT4G02160",53.8687065813607,-4.32629504609654,0.803493425878729,-5.38435649472197,7.27042816306122e-08,1.62593211646642e-06
"872","g09146","scaffold_20",1187320,1192677,0.23,"-",".","BRCT domain-containing protein At4g02110","ahrd-qc=***",5357,"AT4G02110",156.933442235725,0.969142390936021,0.325798444008149,2.97466856812791,0.00293305256296007,0.0213075144498535
"873","g09148","scaffold_20",1212422,1214092,0.03,"+",".","Ribulose bisphosphate carboxylase large chain","ahrd-qc=***",1670,"ATCG00490",26.2038359883168,-1.97072903987972,0.460591389134043,-4.27869275538321,1.87994148552867e-05,0.000262355349026058
"874","g09188","scaffold_20",1420160,1425574,0.2,"+",".","Protein translocase subunit SecA","ahrd-qc=***",5414,"AT4G01800",256.610661619144,0.817230700205466,0.217744716944718,3.75315971690347,0.000174619517948536,0.00191752864085981
"875","g09193","scaffold_20",1442938,1450445,0.13,"-",".","S-acyltransferase","ahrd-qc=***",7507,"AT4G01730",422.510091087496,-1.14320464109542,0.255048998623232,-4.48229417588972,7.38448524859995e-06,0.000113955414426734
"876","g09202","scaffold_20",1524351,1525445,0.4,"-",".","GEM-like protein 2","ahrd-qc=***",1094,"AT4G01600",393.131426125347,-2.2917895985014,0.332446878176077,-6.89370166769195,5.43589644960876e-12,2.34359989198596e-10
"877","g09210","scaffold_20",1553160,1555564,0.46,"+",".","NAC domain-containing protein 68","ahrd-qc=***",2404,"AT4G01540",829.931640515313,1.01386507156135,0.201425653764464,5.03344560443583,4.817415559219e-07,9.37770296446261e-06
"878","g09212","scaffold_20",1563231,1566445,0.41,"-",".","ARV1","ahrd-qc=***",3214,"AT4G01510",90.5898578881394,1.60275062107065,0.453125465653781,3.53710118401349,0.000404544648029028,0.00397448485056554
"879","g09229","scaffold_21",91256,93240,0.15,"+",".","ER membrane protein complex subunit 8/9 homolog","ahrd-qc=***",1984,"AT5G55940",1477.09169945602,0.417700669273093,0.153656480320687,2.71840581276713,0.0065597328881512,0.0412626767684858
"880","g09244","scaffold_21",165034,166881,0.33,"-",".","Cysteine/histidine-rich C1 domain-containing protein","ahrd-qc=***",1847,NA,83.1703064011333,-4.37755220375502,0.453042695006215,-9.66255995738982,4.34859004111441e-22,6.13004614110353e-20
"881","g09245","scaffold_21",183176,185404,0.33,"-",".","Cysteine/histidine-rich C1 domain-containing protein","ahrd-qc=***",2228,"AT5G55780",95.3747749536929,0.752606253309902,0.272983789453082,2.75696316919673,0.0058340922448706,0.0374875909368228
"882","g09246","scaffold_21",192339,194704,0.03,"-",".","Cysteine/histidine-rich C1 domain-containing protein","ahrd-qc=***",2365,"AT5G46660",12.4878696707007,2.56131376294246,0.755350630693801,3.39089379006655,0.000696650930001253,0.00638902234487992
"883","g09255","scaffold_21",239459,240361,0.12,"+",".","Protein TIC 20-v%2C chloroplastic","ahrd-qc=***",902,"AT5G55710",35.9900549479192,1.19378075869486,0.411714166713558,2.89953772595202,0.0037371336936519,0.0260189119425953
"884","g09316","scaffold_21",496615,499301,0.23,"-",".","GDP-L-galactose phosphorylase 2","ahrd-qc=***",2686,"AT5G55120",203.182967510126,-0.681517265588419,0.255426746887804,-2.66815153030068,0.00762698509171781,0.0462932534884817
"885","g09323","scaffold_21",538103,539084,0.26,"-",".","BnaA03g39460D protein","ahrd-qc=***",981,NA,6.2767369359182,2.95758481482992,1.0418467229101,2.83879072592247,0.0045284845869266,0.0304798109590028
"886","g09331","scaffold_21",577339,582189,0.21,"+",".","Zinc knuckle (CCHC-type) family protein / Plant mobile domain protein family","ahrd-qc=*-*",4850,NA,6.72663513991984,-5.33143839821159,1.46160549203714,-3.64765897997605,0.000264640564261161,0.00273829321172827
"887","g09342","scaffold_21",616029,618098,0.02,"+",".","Pyruvate decarboxylase 2","ahrd-qc=*-*",2069,"AT5G54960",7364.48340515477,1.46948913711813,0.387775612197751,3.78953469711434,0.000150929729895191,0.00168766879791896
"888","g09344","scaffold_21",619319,620417,0.95,"+",".","Protein translation factor SUI1 homolog 1","ahrd-qc=***",1098,"AT5G54940",604.460737102722,1.03511775609105,0.276675433417863,3.74127092999873,0.000183092013246148,0.00199832309542077
"889","g09415","scaffold_21",1028707,1034617,0.23,"-",".","Double-strand break repair protein MRE11","ahrd-qc=***",5910,"AT5G54260",195.659124019653,-0.614106647110158,0.190738014974786,-3.21963425692219,0.00128354241630786,0.0107248239460529
"890","g09421","scaffold_21",1062882,1064676,0.17,"+",".","Myb-related transcription factor-like protein","ahrd-qc=***",1794,"AT5G54230",87.26308396178,-0.817707059269819,0.275336387812729,-2.96984741379692,0.00297947700638284,0.0215366804454424
"891","g09450","scaffold_21",1244920,1246834,0.03,"+",".","Cysteine/histidine-rich C1 domain-containing protein","ahrd-qc=***",1914,"AT5G54050",48.0831823190566,-2.56155531883178,0.398673019716143,-6.42520359329965,1.31693138710345e-10,4.5453153184594e-09
"892","g09456","scaffold_21",1264964,1267145,0.13,"-",".","Aminotransferase family protein","ahrd-qc=***",2181,"AT5G53970",435.791293856798,1.24188329307243,0.317244723383632,3.91459085537151,9.05576342861755e-05,0.00107792796940641
"893","g09467","scaffold_21",1340970,1341461,0.58,"+",".","Unknown protein","",491,"AT5G53880",379.81931558286,-1.10379162875254,0.317124151087525,-3.48062935278587,0.000500237209915237,0.00479448131061617
"894","g09491","scaffold_21",1458212,1460147,0.06,"+",".","F-box/LRR-repeat protein 13","ahrd-qc=***",1935,NA,62.7060489047215,3.90268643115804,0.44100916694697,8.84944514458884,8.79554820813801e-19,8.7578530015317e-17
"895","g09532","scaffold_22",95836,98188,0.89,"+",".","Tubby-like F-box protein 3","ahrd-qc=***",2352,"AT2G47900",865.284573616059,-0.571629815558881,0.202559863217152,-2.82202903615743,0.0047720856412747,0.0318375891812988
"896","g09555","scaffold_22",176016,181530,0.14,"+",".","ATP-dependent RNA helicase%2C putative","ahrd-qc=***",5514,"AT2G47680",331.212788081323,0.553104349886852,0.197008324389111,2.80751765998688,0.00499249423606135,0.0329835875121778
"897","g09571","scaffold_22",238041,241910,0.17,"-",".","Fumarate hydratase 1%2C mitochondrial","ahrd-qc=***",3869,"AT2G47510",2474.52296546396,-0.491656135187064,0.159254292880725,-3.08723944763796,0.00202024790670928,0.0156360457973933
"898","g09592","scaffold_22",339395,343050,0.46,"-",".","Ribonucleases P/MRP protein subunit POP1-like","ahrd-qc=***",3655,"AT2G47300",74.9821148891795,0.917119058452645,0.305372078973061,3.00328393328177,0.00267083123854898,0.0197211677798481
"899","g09599","scaffold_22",379551,382855,0.39,"-",".","Agenet domain-containing protein","ahrd-qc=***",3304,"AT2G47230",28.4907773183645,1.45895440601136,0.46664141396136,3.12650005413401,0.00176900471890326,0.0140069000967878
"900","g09629","scaffold_22",532320,534430,0.29,"+",".","Cytochrome P450 709B2","ahrd-qc=***",2110,"AT2G46950",842.783947969069,0.499183368490655,0.174677544329064,2.85774207788423,0.00426667044107613,0.0290448439249816
"901","g09630","scaffold_22",536100,537225,0.5,"+",".","BnaC03g72390D protein","ahrd-qc=***",1125,"AT2G46940",102.483608451369,0.905267673591175,0.299101207970002,3.02662660487138,0.00247299234503359,0.0185286126967999
"902","g09636","scaffold_22",559398,560913,0.62,"+",".","At2g46890/F19D11.17","ahrd-qc=***",1515,"AT2G46890",295.295827644665,-0.759063214406148,0.279386096216358,-2.71689688458343,0.00658971346376238,0.0413953962582033
"903","g09644","scaffold_22",594069,596313,0.15,"-",".","Two-component response regulator-like APRR9","ahrd-qc=***",2244,"AT2G46790",222.620910413809,0.884412842179858,0.310033156286091,2.85263954595793,0.00433577711236593,0.0294354218894713
"904","g09653","scaffold_22",647954,650783,0.09,"-",".","Rho GTPase-activating protein 3","ahrd-qc=***",2829,"AT2G46710",631.694216703313,0.854058859834443,0.271630639059984,3.14419191734053,0.00166546174964316,0.0133385784302733
"905","g09658","scaffold_22",695668,697981,0.93,"+",".","Cytochrome P450","ahrd-qc=***",2313,"AT2G46660",190.361507039246,-1.18651066801683,0.333234174963189,-3.56059119130833,0.000370020778856447,0.00367123819021984
"906","g09668","scaffold_22",728459,730765,0.4,"-",".","Laccase-6","ahrd-qc=***",2306,"AT2G46570",40.717256183287,-1.74955009249328,0.52108699832914,-3.35750095109491,0.000786504728966168,0.00708871288046663
"907","g09697","scaffold_22",878323,881085,0.15,"-",".","Mitochondrial substrate carrier family protein","ahrd-qc=***",2762,"AT2G46320",185.051498047993,-2.10295986170362,0.216052015699732,-9.73358130861551,2.16821955528101e-22,3.23839077863757e-20
"908","g09705","scaffold_22",925578,929270,1.09,"-",".","BAG family molecular chaperone regulator 6","ahrd-qc=***",3692,"AT2G46240",296.17542306226,1.16226268876527,0.358797308600507,3.23932945121212,0.00119811095242915,0.0101461356794979
"909","g09706","scaffold_22",929605,931312,0.45,"+",".","rRNA-processing FCF1","ahrd-qc=***",1707,"AT2G46230",89.4527336493318,1.09644399402333,0.256321915572316,4.27760533692637,1.88914570330751e-05,0.000263346911041066
"910","g09724","scaffold_22",977935,979876,0.16,"+",".","Protein BPS1%2C chloroplastic","ahrd-qc=***",1941,"AT2G46080",2246.35638059127,0.863230490771972,0.248469020890548,3.47419765924151,0.000512383436891094,0.00489780007560812
"911","g09742","scaffold_22",1052813,1054010,0.11,"-",".","BnaC03g25480D protein","ahrd-qc=***",1197,NA,10.0869097527916,-4.37782523598771,1.12510628496585,-3.89103260241818,9.98185183096998e-05,0.00117149030001262
"912","g09743","scaffold_22",1054225,1055470,0.37,"+",".","BnaC03g25490D protein","ahrd-qc=***",1245,"AT2G45930",28.4888009876743,-6.52606265114092,1.09846835210421,-5.94105659816206,2.83190811295104e-09,7.97511092818939e-08
"913","g09746","scaffold_22",1086942,1090246,0.29,"+",".","Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein","ahrd-qc=***",3304,"AT2G45900",26.3398373474122,1.2450158437911,0.43278140098998,2.87677760861061,0.00401758631036498,0.0276492802248157
"914","g09784","scaffold_22",1247818,1252881,0.11,"+",".","Cytochrome P450%2C putative","ahrd-qc=***",5063,"AT2G45580",40.0441750174458,2.17473637711602,0.517189201153439,4.20491451149001,2.61180858285418e-05,0.000353863396117587
"915","g09798","scaffold_22",1302960,1304893,0.55,"-",".","4-hydroxy-tetrahydrodipicolinate synthase","ahrd-qc=***",1933,"AT2G45440",428.065715375299,-0.932350901353809,0.186005207082974,-5.01249892933321,5.37276745110196e-07,1.03384571229333e-05
"916","g09822","scaffold_22",1403629,1406523,0.14,"-",".","tRNA N6-adenosine threonylcarbamoyltransferase","ahrd-qc=***",2894,"AT2G45270",100.022849231152,-1.87090159215294,0.304284766547666,-6.14852203539365,7.82082636169757e-10,2.39609493367174e-08
"917","g09833","scaffold_22",1465728,1468234,0.21,"-",".","Vesicle-associated protein 1-2","ahrd-qc=***",2506,"AT2G45140",1006.62313654833,0.38609207239334,0.145423487766536,2.65494988686542,0.0079320191212531,0.047671909889936
"918","g09834","scaffold_22",1468457,1471164,0.07,"-",".","Unknown protein","",2707,"AT2G45135",322.277191313275,0.956276056928624,0.192531779001219,4.96684787254041,6.80499281368616e-07,1.27521194683356e-05
"919","g09856","scaffold_23",74749,76541,0.29,"-",".","Metal-dependent phosphohydrolase","ahrd-qc=***",1792,"AT1G17330",99.9291088690069,0.840890258444638,0.280107581734322,3.00202605455431,0.00268189220860909,0.0197923644995351
"920","g09872","scaffold_23",141586,142621,0.43,"-",".","Glutathione transferase","ahrd-qc=***",1035,"AT1G17180",20.3136394935539,-7.9078253224974,1.29525159486823,-6.1052426832193,1.02644597933533e-09,3.08081130544044e-08
"921","g09888","scaffold_23",196458,199889,0.4,"+",".","Cytochrome P450 72C1","ahrd-qc=***",3431,"AT1G17060",653.64515942781,0.724774803340376,0.248885262916848,2.91208404566133,0.00359026019434174,0.0252344002230877
"922","g09900","scaffold_23",253178,253858,0.06,"+",".","Unknown protein","",680,"AT1G16916",94.1821986115833,1.86614159238393,0.314975846699355,5.92471331354233,3.12842678721477e-09,8.7317558336811e-08
"923","g09946","scaffold_23",459360,460432,0.57,"+",".","AtMYB58","ahrd-qc=***",1072,"AT1G16490",34.0761202903474,-1.56247096187135,0.430749096263815,-3.6273342774802,0.0002863624562254,0.00294001912913574
"924","g09955","scaffold_23",490210,492023,0.49,"+",".","Metacaspase-8","ahrd-qc=***",1813,"AT1G16420",52.6777474348612,6.18455332599493,0.903564702530903,6.84461589598605,7.6681336319535e-12,3.2121670967108e-10
"925","g09957","scaffold_23",499033,500685,0.21,"-",".","Organic cation/carnitine transporter 3","ahrd-qc=***",1652,"AT1G16390",88.5684246938433,-1.8138445899135,0.450061737569513,-4.03021283193031,5.57263723425271e-05,0.000698444622786558
"926","g09959","scaffold_23",518781,520485,0.42,"-",".","Organic cation/carnitine transporter 6","ahrd-qc=***",1704,"AT1G16370",12.2531099164636,5.97180828911612,1.32647163854358,4.50202485721668,6.73091071604822e-06,0.000105163145508768
"927","g09966","scaffold_23",541735,544985,0.09,"-",".","Glyceraldehyde-3-phosphate dehydrogenase","ahrd-qc=***",3250,"AT1G16300",874.594532674166,-0.76573191921714,0.232493254011599,-3.29356618312435,0.000989250493036791,0.0086068909054366
"928","g09973","scaffold_23",564950,566853,0.11,"+",".","Target SNARE coiled-coil domain protein","ahrd-qc=***",1903,"AT1G16230",80.0602020107559,1.14224329045211,0.343575870549823,3.32457366294142,0.000885538365041167,0.00784325049615706
"929","g09981","scaffold_23",586093,588605,0.12,"-",".","Wall-associated receptor kinase-like 3","ahrd-qc=***",2512,NA,73.759932932167,1.33691372424561,0.298908525085907,4.47265170460219,7.72555549730145e-06,0.000118926158612447
"930","g09987","scaffold_23",603619,605535,0.24,"-",".","Glycosylphosphatidylinositol anchor biosynthesis protein","ahrd-qc=***",1916,"AT1G16040",260.709120320694,0.680146712677959,0.17410400474906,3.90655409482549,9.36216915283087e-05,0.00110704782461278
"931","g10004","scaffold_23",700560,705229,0.2,"+",".","Transcription cofactor%2C putative","ahrd-qc=*-*",4669,NA,94.0495579090061,0.787426423012792,0.247871634848268,3.17675083514419,0.00148934932933082,0.0121530905273395
"932","g10008","scaffold_23",725317,727940,0.1,"+",".","Cobalamin biosynthesis protein","ahrd-qc=***",2623,"AT1G15730",172.137353837467,0.980020292945418,0.202072037196399,4.84985605402152,1.23551102716147e-06,2.20493902514478e-05
"933","g10014","scaffold_23",755103,756382,0.77,"-",".","Kelch repeat-containing F-box family protein","ahrd-qc=***",1279,"AT1G15670",1368.36229267221,-0.812122162215031,0.148729657609262,-5.4603915269449,4.75085690955517e-08,1.10072485295068e-06
"934","g10017","scaffold_23",790619,791772,0.14,"-",".","Unknown protein","",1153,"AT1G15610",5.63394618149171,2.78142194070003,1.04097916971301,2.67192852808655,0.00754167095686768,0.0459086869601465
"935","g10024","scaffold_23",832007,833664,0.72,"+",".","Gibberellin 3-beta hydroxylase","ahrd-qc=***",1657,"AT1G15550",380.665701255564,-1.53093317417065,0.511502363263325,-2.9930129049717,0.00276238068426712,0.0202671509150967
"936","g10026","scaffold_23",836207,838327,0.26,"+",".","Receptor lectin kinase family protein","ahrd-qc=***",2120,"AT1G15530",867.042750968611,-0.63231403617744,0.174334345469011,-3.62701930291663,0.000286711867661517,0.00294240252898273
"937","g10034","scaffold_23",873037,876602,0.3,"+",".","Periodic tryptophan protein 2","ahrd-qc=***",3565,"AT1G15440",515.812897270356,0.525628984232826,0.172213881120098,3.05218708744078,0.00227180456767302,0.0172335417758753
"938","g10067","scaffold_23",969564,971921,0.36,"-",".","Protein DETOXIFICATION 12","ahrd-qc=***",2357,"AT1G15170",522.324938364068,-0.828403685107082,0.302299652652748,-2.74033952020008,0.00613757464359227,0.0391270383529007
"939","g10069","scaffold_23",974060,976341,0.2,"-",".","Protein DETOXIFICATION","ahrd-qc=***",2281,"AT1G15160",54.2670109213497,2.66121252815545,0.413803820524035,6.43109704686953,1.26686239827977e-10,4.4055004791832e-09
"940","g10100","scaffold_23",1099020,1100383,0.15,"-",".","Nudix hydrolase 18%2C mitochondrial","ahrd-qc=***",1363,"AT1G14860",260.14305593078,1.6027672478965,0.306582808098453,5.22784450255867,1.71497647658613e-07,3.62834652196452e-06
